steps,values,std_values,n_values
109,120841,120841,0.03971579099780507
110,121081,121081,0.039794669771064745
111,121461,121461,0.03991956116205925
112,121141,121141,0.039814389464379665
113,120922,120922,0.03974241258378021
114,121201,121201,0.039834109157694586
115,120978,120978,0.039760817630874135
116,121093,121093,0.03979861370972773
117,121457,121457,0.03991824651583825
118,121361,121361,0.03988669500653438
119,121009,121009,0.039771006139086844
120,121018,121018,0.039773964093084084
121,121208,121208,0.03983640978858133
122,120947,120947,0.039750629122661425
123,121192,121192,0.03983115120369735
124,121429,121429,0.03990904399229129
125,121135,121135,0.03981241749504818
126,120875,120875,0.03972696549068352
127,121310,121310,0.039869933267216696
128,120953,120953,0.03975260109199292
129,120899,120899,0.03973485336800949
130,121379,121379,0.03989261091452885
131,121442,121442,0.03991331659250952
132,120994,120994,0.03976607621575811
133,120935,120935,0.03974668518399844
134,121339,121339,0.03987946445231891
135,120864,120864,0.03972335021357579
136,121017,121017,0.039773635431528835
137,121383,121383,0.039893925560749846
138,121342,121342,0.039880450436984655
139,120885,120885,0.03973025210623601
140,121070,121070,0.039791054493957013
141,121231,121231,0.039843969004352046
142,120868,120868,0.03972466485979678
143,121249,121249,0.03984988491234653
144,121502,121502,0.03993303628582444
145,121161,121161,0.039820962695484644
146,120952,120952,0.03975227243043767
147,121206,121206,0.03983575246547083
148,120887,120887,0.039730909429346505
149,121074,121074,0.03979236914017801
150,121423,121423,0.039907072022959796
151,121395,121395,0.03989786949941283
152,121032,121032,0.03977856535485756
153,121057,121057,0.03978678189373878
154,121032,121032,0.03977856535485756
155,120873,120873,0.03972630816757303
156,121406,121406,0.039901484776520564
157,121510,121510,0.03993566557826643
158,120879,120879,0.03972828013690451
159,120281,120281,0.03953174052686581
160,120734,120734,0.039680624211393456
161,118370,118370,0.038903668294785594
162,119894,119894,0.03940454850498457
163,121099,121099,0.039800585679059225
164,121185,121185,0.03982885057281061
165,120669,120669,0.03965926121030229
166,119248,119248,0.03919223314029393
167,120198,120198,0.039504461617780165
168,120226,120226,0.039513664141327134
169,120411,120411,0.039574466529048134
170,119553,119553,0.03929247491464477
171,119435,119435,0.03925369285112543
172,120133,120133,0.03948309861668901
173,121273,121273,0.039857772789672494
174,120634,120634,0.03964775805586859
175,119058,119058,0.03912978744479668
176,120493,120493,0.039601416776578524
177,120901,120901,0.03973551069111999
178,120493,120493,0.039601416776578524
179,120077,120077,0.03946469356959508
180,119546,119546,0.039290174283758035
181,120561,120561,0.039623765762335436
182,120924,120924,0.03974306990689071
183,121389,121389,0.03989589753008134
184,121057,121057,0.03978678189373878
185,120811,120811,0.03970593115114761
186,121297,121297,0.03986566066699846
187,121158,121158,0.0398199767108189
188,120941,120941,0.03974865715332993
189,121295,121295,0.03986500334388796
190,121404,121404,0.039900827453410066
191,120990,120990,0.03976476156953712
192,120923,120923,0.03974274124533546
193,121395,121395,0.03989786949941283
194,121029,121029,0.039777579370191815
195,121013,121013,0.03977232078530784
196,121467,121467,0.039921533131390734
197,121428,121428,0.03990871533073604
198,120908,120908,0.039737811322006725
199,121045,121045,0.0397828379550758
200,121240,121240,0.03984692695834929
201,120848,120848,0.039718091628691804
202,121234,121234,0.03984495498901779
203,121510,121510,0.03993566557826643
204,121275,121275,0.03985843011278299
205,120875,120875,0.03972696549068352
206,121225,121225,0.03984199703502056
207,121075,121075,0.03979269780173326
208,120881,120881,0.03972893746001501
209,121379,121379,0.03989261091452885
210,121485,121485,0.039927449039385214
211,121063,121063,0.03978875386307027
212,121025,121025,0.03977626472397082
213,121188,121188,0.03982983655747636
214,120951,120951,0.03975194376888242
215,121316,121316,0.03987190523654818
