steps,values,std_values,n_values
276,1893,1893,0.024835939326284494
277,1187,1187,0.015573301627205332
278,1069,1069,0.014025155382883318
279,973,973,0.012765646573943376
280,3389,3389,0.044463284932265264
281,2738,2738,0.03592224082164128
282,2674,2674,0.03508256828234799
283,2345,2345,0.030766126635043387
284,1906,1906,0.02500649781082844
285,3792,3792,0.04975059795312773
286,2201,2201,0.028876863421633474
287,4146,4146,0.05439503668609377
288,4120,4120,0.05405391971700587
289,4647,4647,0.06096809828274909
290,6252,6252,0.08202551118221375
291,6989,6989,0.09169486526751311
292,5670,5670,0.07438973902801536
293,4404,4404,0.057779966610119866
294,2851,2851,0.037404787648831005
295,2452,2452,0.03216995416167437
296,2633,2633,0.03454465306186322
297,2165,2165,0.028404547618280998
298,4240,4240,0.055628305728180796
299,19376,19376,0.2542108612710451
300,15275,15275,0.2004062193391419
301,18105,18105,0.2375354894360173
302,26383,26383,0.3461418844402344
303,14124,14124,0.18530523351528905
304,11002,11002,0.144344957457888
305,10826,10826,0.14203585797483145
306,7914,7914,0.10383075743698651
307,2800,2800,0.036735673594081655
308,4030,4030,0.05287313020862467
309,2937,2937,0.03853309762350637
310,5640,5640,0.07399614252522163
311,5413,5413,0.07101792898741573
312,6119,6119,0.08028056668649489
313,4937,4937,0.06477286447642183
314,4206,4206,0.05518222969168123
315,3459,3459,0.0453816767721173
316,2072,2072,0.027184398459620427
317,2137,2137,0.02803719088234018
318,1620,1620,0.02125421115086153
319,2835,2835,0.03719486951400768
320,3504,3504,0.0459720715263079
321,3901,3901,0.05118066524661163
322,2949,2949,0.03869053622462386
323,4278,4278,0.05612686129838619
324,5036,5036,0.06607173293564116
325,5572,5572,0.0731039904522225
326,5277,5277,0.06923362484141747
327,5152,5152,0.06759363941311025
328,5840,5840,0.07662011921051318
329,7171,7171,0.09408268405112842
330,5803,5803,0.07613468352373423
331,5933,5933,0.07784026836917374
332,2303,2303,0.030215091531132166
333,2176,2176,0.02854886633597203
334,904,904,0.011860374617517792
335,1460,1460,0.019155029802628294
336,2093,2093,0.02745991601157604
337,1814,1814,0.02379946853559433
338,1895,1895,0.02486217909313741
339,2241,2241,0.029401658758691784
340,1604,1604,0.021044293016038208
341,1529,1529,0.020060301759053878
342,1879,1879,0.024652260958314083
343,1761,1761,0.023104114713992072
344,1699,1699,0.02229068194155169
345,2131,2131,0.027958471581781434
346,1260,1260,0.016531053117336745
347,689,689,0.00903959968082938
348,1095,1095,0.01436627235197122
349,1097,1097,0.014392512118824136
350,1010,1010,0.013251082260722313
351,1179,1179,0.01546834255979367
352,1053,1053,0.013815237248059995
353,1200,1200,0.015743860111749282
354,694,694,0.009105199097961668
355,1150,1150,0.015087865940426395
356,923,923,0.01210965240262049
357,1034,1034,0.013565959462957298
358,1243,1243,0.016308015099086963
359,1725,1725,0.022631798910639593
360,1511,1511,0.019824143857377637
361,1727,1727,0.02265803867749251
362,2066,2066,0.02710567915906168
363,1550,1550,0.02033581931100949
364,1354,1354,0.017764322159423772
365,1880,1880,0.024665380841740542
366,1492,1492,0.01957486607227494
367,1883,1883,0.024704740492019914
368,2032,2032,0.026659603122562117
369,1935,1935,0.02538697443019572
370,1950,1950,0.025583772681592582
371,1590,1590,0.0208606146480678
372,2349,2349,0.030818606168749218
373,1616,1616,0.0212017316171557
374,1834,1834,0.024061866204123487
375,1157,1157,0.015179705124411599
376,2243,2243,0.0294278985255447
377,1606,1606,0.021070532782891123
378,1706,1706,0.022382521125536896
379,1745,1745,0.022894196579168746
380,1090,1090,0.01430067293483893
381,2818,2818,0.0369718314957579
382,1863,1863,0.02444234282349076
383,2360,2360,0.030962924886440254
384,1099,1099,0.014418751885677051
385,1051,1051,0.01378899748120708
386,1262,1262,0.01655729288418966
387,670,670,0.008790321895726682
